regularity,vertices,seed,tree-decomp-width,algorithm,tree-decomp-time,simulation-time
5,20,13,NaN,quickbb,NaN,NaN
5,20,14,NaN,quickbb,NaN,NaN
5,20,15,NaN,quickbb,NaN,NaN
5,20,16,NaN,quickbb,NaN,NaN
5,20,17,NaN,quickbb,NaN,NaN
5,20,18,NaN,quickbb,NaN,NaN
5,20,19,NaN,quickbb,NaN,NaN
5,20,20,NaN,quickbb,NaN,NaN
5,20,21,NaN,quickbb,NaN,NaN
5,20,22,NaN,quickbb,NaN,NaN
5,20,23,NaN,quickbb,NaN,NaN
5,20,24,NaN,quickbb,NaN,NaN
5,20,25,NaN,quickbb,NaN,NaN
5,20,26,NaN,quickbb,NaN,NaN
5,20,27,NaN,quickbb,NaN,NaN
5,20,28,NaN,quickbb,NaN,NaN
5,20,29,NaN,quickbb,NaN,NaN
5,20,30,NaN,quickbb,NaN,NaN
5,20,31,NaN,quickbb,NaN,NaN
5,20,32,NaN,quickbb,NaN,NaN
5,20,33,NaN,quickbb,NaN,NaN
5,20,34,NaN,quickbb,NaN,NaN
5,20,35,NaN,quickbb,NaN,NaN
5,20,36,NaN,quickbb,NaN,NaN
5,20,37,NaN,quickbb,NaN,NaN
5,20,38,NaN,quickbb,NaN,NaN
5,20,39,NaN,quickbb,NaN,NaN
5,20,40,NaN,quickbb,NaN,NaN
5,20,41,NaN,quickbb,NaN,NaN
5,20,42,NaN,quickbb,NaN,NaN
5,20,43,NaN,quickbb,NaN,NaN
5,20,44,NaN,quickbb,NaN,NaN
5,20,45,NaN,quickbb,NaN,NaN
5,20,46,NaN,quickbb,NaN,NaN
5,20,47,NaN,quickbb,NaN,NaN
5,20,48,NaN,quickbb,NaN,NaN
5,20,49,NaN,quickbb,NaN,NaN
5,22,0,15,quickbb,892.539,NaN
5,22,1,14,quickbb,892.169,NaN
5,22,2,16,quickbb,892.353,NaN
5,22,3,17,quickbb,892.091,NaN
5,22,4,13,quickbb,892.438,NaN
5,22,5,15,quickbb,892.688,NaN
5,22,6,14,quickbb,892.77,NaN
5,22,7,15,quickbb,892.392,NaN
5,22,8,17,quickbb,892.442,NaN
5,22,9,18,quickbb,892.123,NaN
5,22,10,15,quickbb,892.878,NaN
5,22,11,15,quickbb,892.532,NaN
5,22,12,15,quickbb,892.28,NaN
5,22,13,16,quickbb,892.201,NaN
5,22,14,15,quickbb,892.517,NaN
5,22,15,16,quickbb,892.669,NaN
5,22,16,15,quickbb,892.563,NaN
5,22,17,14,quickbb,891.977,NaN
5,22,18,13,quickbb,892.454,NaN
5,22,19,16,quickbb,892.97,NaN
5,22,20,13,quickbb,892.383,NaN
5,22,21,15,quickbb,892.888,NaN
5,22,22,15,quickbb,892.154,NaN
5,22,23,16,quickbb,892.857,NaN
5,22,24,14,quickbb,892.132,NaN
5,22,25,14,quickbb,892.279,NaN
5,22,26,16,quickbb,892.829,NaN
5,22,27,17,quickbb,892.284,NaN
5,22,28,16,quickbb,892.817,NaN
5,22,29,16,quickbb,892.8,NaN
5,22,30,13,quickbb,892.713,NaN
5,22,31,17,quickbb,892.838,NaN
5,22,32,14,quickbb,892.438,NaN
5,22,33,15,quickbb,892.088,NaN
5,22,34,15,quickbb,892.175,NaN
5,22,35,16,quickbb,892.616,NaN
5,22,36,16,quickbb,892.567,NaN
5,22,37,16,quickbb,892.797,NaN
5,22,38,15,quickbb,892.415,NaN
5,22,39,14,quickbb,892.202,NaN
5,22,40,17,quickbb,892.402,NaN
5,22,41,17,quickbb,892.712,NaN
5,22,42,14,quickbb,892.398,NaN
5,22,43,16,quickbb,892.041,NaN
5,22,44,17,quickbb,892.569,NaN
5,22,45,14,quickbb,892.502,NaN
5,22,46,16,quickbb,892.707,NaN
5,22,47,15,quickbb,892.093,NaN
5,22,48,16,quickbb,892.832,NaN
5,22,49,12,quickbb,892.122,NaN
5,24,0,NaN,quickbb,NaN,NaN
5,24,1,NaN,quickbb,NaN,NaN
5,24,2,NaN,quickbb,NaN,NaN
5,24,3,NaN,quickbb,NaN,NaN
5,24,4,NaN,quickbb,NaN,NaN
5,24,5,NaN,quickbb,NaN,NaN
5,24,6,NaN,quickbb,NaN,NaN
5,24,7,NaN,quickbb,NaN,NaN
5,24,8,NaN,quickbb,NaN,NaN
5,24,9,NaN,quickbb,NaN,NaN
5,24,10,NaN,quickbb,NaN,NaN
5,24,11,NaN,quickbb,NaN,NaN
5,24,12,NaN,quickbb,NaN,NaN
5,24,13,NaN,quickbb,NaN,NaN
5,24,14,NaN,quickbb,NaN,NaN
5,24,15,NaN,quickbb,NaN,NaN
5,24,16,NaN,quickbb,NaN,NaN
5,24,17,NaN,quickbb,NaN,NaN
5,24,18,NaN,quickbb,NaN,NaN
5,24,19,NaN,quickbb,NaN,NaN
5,24,20,NaN,quickbb,NaN,NaN
5,24,21,NaN,quickbb,NaN,NaN
5,24,22,NaN,quickbb,NaN,NaN
5,24,23,NaN,quickbb,NaN,NaN
5,24,24,NaN,quickbb,NaN,NaN
5,24,25,NaN,quickbb,NaN,NaN
5,24,26,NaN,quickbb,NaN,NaN
5,24,27,NaN,quickbb,NaN,NaN
5,24,28,NaN,quickbb,NaN,NaN
5,24,29,NaN,quickbb,NaN,NaN
5,24,30,NaN,quickbb,NaN,NaN
5,24,31,NaN,quickbb,NaN,NaN
5,24,32,NaN,quickbb,NaN,NaN
5,24,33,NaN,quickbb,NaN,NaN
5,24,34,NaN,quickbb,NaN,NaN
5,24,35,NaN,quickbb,NaN,NaN
5,24,36,NaN,quickbb,NaN,NaN
5,24,37,NaN,quickbb,NaN,NaN
5,24,38,NaN,quickbb,NaN,NaN
5,24,39,NaN,quickbb,NaN,NaN
5,24,40,NaN,quickbb,NaN,NaN
5,24,41,NaN,quickbb,NaN,NaN
5,24,42,NaN,quickbb,NaN,NaN
5,24,43,NaN,quickbb,NaN,NaN
5,24,44,NaN,quickbb,NaN,NaN
5,24,45,NaN,quickbb,NaN,NaN
5,24,46,NaN,quickbb,NaN,NaN
5,24,47,NaN,quickbb,NaN,NaN
5,24,48,NaN,quickbb,NaN,NaN
5,24,49,NaN,quickbb,NaN,NaN
5,26,0,18,quickbb,892.442,NaN
5,26,1,18,quickbb,892.295,NaN
5,26,2,19,quickbb,892.233,NaN
5,26,3,19,quickbb,891.891,NaN
5,26,4,20,quickbb,892.444,NaN
5,26,5,20,quickbb,892.537,NaN
5,26,6,17,quickbb,892.573,NaN
5,26,7,15,quickbb,892.518,NaN
5,26,8,17,quickbb,892.094,NaN
5,26,9,16,quickbb,892.486,NaN
5,26,10,19,quickbb,892.169,NaN
5,26,11,17,quickbb,891.823,NaN
5,26,12,17,quickbb,892.633,NaN
5,26,13,19,quickbb,892.71,NaN
5,26,14,18,quickbb,892.528,NaN
5,26,15,18,quickbb,892.232,NaN
5,26,16,15,quickbb,892.238,NaN
5,26,17,20,quickbb,892.734,NaN
5,26,18,17,quickbb,892.571,NaN
5,26,19,14,quickbb,892.405,NaN
5,26,20,18,quickbb,892.244,NaN
5,26,21,19,quickbb,892.425,NaN
5,26,22,16,quickbb,892.505,NaN
5,26,23,16,quickbb,892.237,NaN
5,26,24,18,quickbb,892.331,NaN
5,26,25,18,quickbb,892.668,NaN
5,26,26,17,quickbb,892.488,NaN
5,26,27,17,quickbb,892.222,NaN
5,26,28,15,quickbb,892.565,NaN
5,26,29,17,quickbb,892.268,NaN
5,26,30,16,quickbb,892.14,NaN
5,26,31,18,quickbb,892.291,NaN
5,26,32,19,quickbb,892.245,NaN
5,26,33,19,quickbb,892.335,NaN
5,26,34,16,quickbb,892.379,NaN
5,26,35,16,quickbb,892.386,NaN
5,26,36,16,quickbb,892.425,NaN
5,26,37,19,quickbb,892.029,NaN
5,26,38,18,quickbb,892.057,NaN
5,26,39,15,quickbb,892.166,NaN
5,26,40,20,quickbb,892.535,NaN
5,26,41,18,quickbb,892.412,NaN
5,26,42,17,quickbb,892.392,NaN
5,26,43,16,quickbb,892.513,NaN
5,26,44,19,quickbb,892.227,NaN
5,26,45,19,quickbb,891.949,NaN
5,26,46,16,quickbb,892.791,NaN
5,26,47,17,quickbb,892.453,NaN
5,26,48,19,quickbb,892.474,NaN
5,26,49,18,quickbb,892.346,NaN
5,28,0,NaN,quickbb,NaN,NaN
5,28,1,NaN,quickbb,NaN,NaN
5,28,2,NaN,quickbb,NaN,NaN
5,28,3,NaN,quickbb,NaN,NaN
5,28,4,NaN,quickbb,NaN,NaN
5,28,5,NaN,quickbb,NaN,NaN
5,28,6,NaN,quickbb,NaN,NaN
5,28,7,NaN,quickbb,NaN,NaN
5,28,8,NaN,quickbb,NaN,NaN
5,28,9,NaN,quickbb,NaN,NaN
5,28,10,NaN,quickbb,NaN,NaN
5,28,11,NaN,quickbb,NaN,NaN
5,28,12,NaN,quickbb,NaN,NaN
5,28,13,NaN,quickbb,NaN,NaN
5,28,14,NaN,quickbb,NaN,NaN
5,28,15,NaN,quickbb,NaN,NaN
5,28,16,NaN,quickbb,NaN,NaN
5,28,17,NaN,quickbb,NaN,NaN
5,28,18,NaN,quickbb,NaN,NaN
5,28,19,NaN,quickbb,NaN,NaN
5,28,20,NaN,quickbb,NaN,NaN
5,28,21,NaN,quickbb,NaN,NaN
5,28,22,NaN,quickbb,NaN,NaN
5,28,23,NaN,quickbb,NaN,NaN
5,28,24,NaN,quickbb,NaN,NaN
5,28,25,NaN,quickbb,NaN,NaN
5,28,26,NaN,quickbb,NaN,NaN
5,28,27,NaN,quickbb,NaN,NaN
5,28,28,NaN,quickbb,NaN,NaN
5,28,29,NaN,quickbb,NaN,NaN
5,28,30,NaN,quickbb,NaN,NaN
5,28,31,NaN,quickbb,NaN,NaN
5,28,32,NaN,quickbb,NaN,NaN
5,28,33,NaN,quickbb,NaN,NaN
5,28,34,NaN,quickbb,NaN,NaN
5,28,35,NaN,quickbb,NaN,NaN
5,28,36,NaN,quickbb,NaN,NaN
5,28,37,NaN,quickbb,NaN,NaN
5,28,38,NaN,quickbb,NaN,NaN
5,28,39,NaN,quickbb,NaN,NaN
5,28,40,NaN,quickbb,NaN,NaN
5,28,41,NaN,quickbb,NaN,NaN
5,28,42,NaN,quickbb,NaN,NaN
5,28,43,NaN,quickbb,NaN,NaN
5,28,44,NaN,quickbb,NaN,NaN
5,28,45,NaN,quickbb,NaN,NaN
5,28,46,NaN,quickbb,NaN,NaN
5,28,47,NaN,quickbb,NaN,NaN
5,28,48,NaN,quickbb,NaN,NaN
5,28,49,NaN,quickbb,NaN,NaN
5,30,0,21,quickbb,894.085,NaN
5,30,1,16,quickbb,892.907,NaN
5,30,2,23,quickbb,893.368,NaN
5,30,3,21,quickbb,893.276,NaN
5,30,4,21,quickbb,892.973,NaN
5,30,5,22,quickbb,892.271,NaN
5,30,6,22,quickbb,892.431,NaN
5,30,7,22,quickbb,892.641,NaN
5,30,8,26,quickbb,893.815,NaN
5,30,9,22,quickbb,892.274,NaN
5,30,10,19,quickbb,893.985,NaN
5,30,11,19,quickbb,893.791,NaN
5,30,12,19,quickbb,893.158,NaN
5,30,13,20,quickbb,893.833,NaN
5,30,14,20,quickbb,892.644,NaN
5,30,15,19,quickbb,892.091,NaN
5,30,16,20,quickbb,893.111,NaN
5,30,17,20,quickbb,893.726,NaN
5,30,18,17,quickbb,892.207,NaN
5,30,19,22,quickbb,893.612,NaN
5,30,20,20,quickbb,893.702,NaN
5,30,21,20,quickbb,892.327,NaN
5,30,22,22,quickbb,892.369,NaN
5,30,23,22,quickbb,893.128,NaN
5,30,24,21,quickbb,894.227,NaN
5,30,25,21,quickbb,892.747,NaN
5,30,26,19,quickbb,891.842,NaN
5,30,27,21,quickbb,893.301,NaN
5,30,28,20,quickbb,892.779,NaN
5,30,29,21,quickbb,893.835,NaN
5,30,30,21,quickbb,893.268,NaN
5,30,31,20,quickbb,893.876,NaN
5,30,32,20,quickbb,894.05,NaN
5,30,33,17,quickbb,893.187,NaN
5,30,34,19,quickbb,892.111,NaN
5,30,35,20,quickbb,892.397,NaN
5,30,36,20,quickbb,893.258,NaN
5,30,37,24,quickbb,892.513,NaN
5,30,38,18,quickbb,894.441,NaN
5,30,39,18,quickbb,893.319,NaN
5,30,40,21,quickbb,892.34,NaN
5,30,41,18,quickbb,892.198,NaN
5,30,42,19,quickbb,892.697,NaN
5,30,43,21,quickbb,892.597,NaN
5,30,44,20,quickbb,893.339,NaN
5,30,45,21,quickbb,894.274,NaN
5,30,46,19,quickbb,892.655,NaN
5,30,47,22,quickbb,893.946,NaN
5,30,48,22,quickbb,892.74,NaN
5,30,49,21,quickbb,891.656,NaN
